MISMATCH,Channel,Date,Start Time,Program Name - protrack,Nola Episode - protrack,Program Name - pbs,Nola Episode - pbs,Episode Name - pbs,Description - pbs
,9.1,2025-04-01,11:00:00,Elinor Wonders Why,#126,Elinor Wonders Why,#126,Big Trees; Baby Steps,The adventures of an observant and curious bunny rabbit named Elinor and her friends Ari the bat and Olive the elephant.
YES,9.1,2025-04-01,11:30:00,Nature Cat,#306,Alma's Way,#201,A Tale of Two Almas; The Longest Race,"Six-year old Alma, a Puerto Rican girl who lives with her family in the Bronx, learns to think for herself, making mistakes and finding solutions along the way."
,9.1,2025-04-01,12:00:00,Molly of Denali,#111,Molly of Denali,#111,Sap Season; Book of Mammoths,"The daily adventures of 10-year-old Alaska native Molly Mabray, her family, her dog Suki and her friends Tooey and Trini."
,9.1,2025-04-01,12:30:00,Xavier Riddle and the Secret Museum,#218,Xavier Riddle and the Secret Museum,#218,I Am David Suzuki; I Am Esther Martinez,"Xavier Riddle, his sister, Yadina, and their friend, Brad, meet heroes from the past -- from Eleanor Roosevelt to Leonardo da Vinci."
,9.1,2025-04-01,13:00:00,Sit and Be Fit,#1016,Sit and Be Fit,,,Mary Ann Wilson leads safe workouts set to fun music.
,9.1,2025-04-01,13:30:00,Classical Stretch: By Essentrics,#1215,Classical Stretch: By Essentrics,,,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-04-01,14:00:00,Antiques Roadshow,#2911,Antiques Roadshow,,Denver Botanic Gardens: Chatfield Farms Hour 2,"Collectors discover that they can turn trash into treasure, thanks to the appraisal skills of the show's specialists in antiques and fine art."
,9.1,2025-04-01,15:00:00,Antiques Roadshow,#1910,Antiques Roadshow,#1910,Birmingham Hour 1,"Collectors discover that they can turn trash into treasure, thanks to the appraisal skills of the show's specialists in antiques and fine art."
YES,9.1,2025-04-01,16:00:00,Call The Midwife,#1401,To Be Announced,,,Programming to be announced.
,9.1,2025-04-01,17:00:00,Bbc News America,#1057,BBC News America,,,"Live news program produced out of BBC's Washington, D.C. bureau; host Sumi Somaskanda."
,9.1,2025-04-01,17:30:00,Bbc News The Context,#1057,BBC News The Context,,,"A regular panel of guests from across the political spectrum discuss the biggest international stories of the day, along with news-making interviews and analysis from BBC correspondents around the globe."
YES,9.1,2025-04-01,18:00:00,The Pbs News Hour,#14697,PBS News Hour,,,Co-anchors Amna Nawaz and Geoff Bennett and correspondents offer in-depth analysis of current events.
YES,9.1,2025-04-01,19:00:00,Finding Your Roots,#1109,"Finding Your Roots With Henry Louis Gates, Jr.",,Moving on Up,"Educator Henry Louis Gates Jr. has hosted several PBS series that examine U.S. history. In ""Finding Your Roots,"" the Harvard professor continues his quest to ""get into the DNA of American culture."" In each episode, celebrities view ancestral histories, sometimes learn of connections to famous/infamous people, discover secrets, and share the emotional experience with viewers. Analyzing genetic code, DNA diagnosticians trace bloodlines and occasionally debunk long-held beliefs."
,9.1,2025-04-01,20:00:00,American Masters,#3801,American Masters,,LIZA: A Truly Terrific Absolutely True Story,"Since its premiere in 1986, this Emmy-winning documentary series has presented hundreds of hours comprising profiles of outstanding American cultural artists. Past subjects have included Charlie Chaplin, Helen Hayes, pop icon Andy Warhol, singer Billie Holliday and composer-conductor Leonard Bernstein."
YES,9.1,2025-04-01,22:00:00,Great Performances,#4807,To Be Announced,,,Programming to be announced.
YES,9.1,2025-04-01,23:00:00,,,Amanpour and Company,,,Christiane Amanpour leads discussions about world issues and interviews with global leaders.
YES,9.1,2025-04-01,23:30:00,Amanpour and Company,#7197,,,,
YES,9.1,2025-04-02,00:00:00,,,American Masters,,LIZA: A Truly Terrific Absolutely True Story,"Since its premiere in 1986, this Emmy-winning documentary series has presented hundreds of hours comprising profiles of outstanding American cultural artists. Past subjects have included Charlie Chaplin, Helen Hayes, pop icon Andy Warhol, singer Billie Holliday and composer-conductor Leonard Bernstein."
YES,9.1,2025-04-02,00:30:00,Firing Line with Margaret Hoover,#839,,,,
YES,9.1,2025-04-02,01:00:00,American Masters,#3801,,,,
YES,9.1,2025-04-02,02:00:00,,,Going Your Way,,,"The personal, medical and spiritual issues surrounding end-of-life care and the active role people are taking to ensure their death goes according to their wishes."
,9.1,2025-04-02,03:00:00,Antiques Roadshow,#2911,Antiques Roadshow,,Denver Botanic Gardens: Chatfield Farms Hour 2,"Collectors discover that they can turn trash into treasure, thanks to the appraisal skills of the show's specialists in antiques and fine art."
,9.1,2025-04-02,04:00:00,Antiques Roadshow,#1910,Antiques Roadshow,#1910,Birmingham Hour 1,"Collectors discover that they can turn trash into treasure, thanks to the appraisal skills of the show's specialists in antiques and fine art."
,9.1,2025-04-02,05:00:00,Happy Yoga with Sarah Starr,#309,Happy Yoga With Sarah Starr,,,"Yoga can be challenging, especially for beginners who may be apprehensive about trying something that they think is too daunting. Wanting to help those who are new to the exercise, fitness instructor Sarah Starr created an easier routine. Happy Yoga, as she calls it, is a modified program using chairs that allows people of any age or physical condition to be able to benefit from yoga. ""Happy Yoga"" features Starr performing the chair exercises outside, utilizing serene backdrops that showcase Mother Nature's beauty."
,9.1,2025-04-02,05:30:00,Classical Stretch: By Essentrics,#1216,Classical Stretch: By Essentrics,,,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-04-02,06:00:00,Cyberchase,#1102,Cyberchase,,,"After being warped into Cyberspace from a library computer, Matt leads friends Jackie and Inez as Cybersquad. With live hosts Bianca and Harry, the team must protect Motherboard from the evil Hacker who wants to rule Cyberspace. Using gadgets and following clues, the team solves math mysteries and any other problem that comes their way."
,9.1,2025-04-02,06:30:00,Wild Kratts,#403,Wild Kratts,#403,Snowy Owl Invasion,"This show follows the adventures of animated versions of brothers Chris and Martin Kratt, hosts of such educational shows as ""Kratts' Creatures"" and ""Zoboomafoo."" In the show, the animated Kratts encounter wild animals during stories of adventure and mystery. The live-action Kratt brothers introduce each episode."
,9.1,2025-04-02,07:00:00,Lyla in the Loop,#123,Lyla in the Loop,#123,Lyla Gets a Grip; Rappin' Riddles,Seven-year-old Lyla and her close-knit family address everyday problems together in the big city.
,9.1,2025-04-02,07:30:00,Carl The Collector,#119,Carl the Collector,,The Gratitude Collection; The Pet Rock Collection,"The everyday adventures of Carl, an autistic raccoon, who loves collecting things."
,9.1,2025-04-02,08:00:00,Daniel Tiger's Neighborhood,#208,Daniel Tiger's Neighborhood,#208,Daniel's Winter Adventure; Neighborhood Nutcracker,"The first series inspired by ""Mister Rogers Neighborhood,"" ""Daniel Tiger's Neighborhood"" features 4-year-old Daniel Tiger, son of the original program's Daniel Striped Tiger. Every day Daniel puts on his red sweater, ties his shoes, and invites a new generation of preschoolers into the Neighborhood of Make-Believe. Daniel shares his daily adventures with pals O the Owl, Katerina Kittycat, Prince Wednesday and Miss Elaina. With the help of Daniel and his friends, preschoolers have fun and learn practical skills necessary for growing and developing."
,9.1,2025-04-02,08:30:00,Rosie's Rules,#139,Rosie's Rules,#139,Wonder Walrus Live; Dinos in Space,Five-year-old Mexican American Rosie Fuentes learns how the world around her works in her suburban Texas community.
,9.1,2025-04-02,09:00:00,Sesame Street,#5430,Sesame Street,#5430,Elmo Visits the Library,"A longtime favorite of children and adults, and a staple of PBS, ""Sesame Street"" bridges many cultural and educational gaps with a fun program. Big Bird leads a cast of characters teaching children numbers, colors and the alphabet. Bert and Ernie, Oscar the Grouch and Grover are just a few of the other creatures involved in this show, set on a city street full of valuable learning opportunities."
,9.1,2025-04-02,09:30:00,Work It Out Wombats!,#126,Work It Out Wombats!,#126,Malik Gets Muddy; Balloonasaur Delivery,A playful trio of marsupial siblings look for interesting problems to solve in their Treeborhood.
,9.1,2025-04-02,10:00:00,Donkey Hodie,#122,Donkey Hodie,#122,The Try Scouts; Wiz-Kazizz-Kazaam,Donkey Hodie and her pals follow their dreams and work together to find creative solutions to everyday problems.
,9.1,2025-04-02,10:30:00,Pinkalicious & Peterrific,#118,Pinkalicious & Peterrific,#118,Garden Gnome Party; Scooter Boy,"The creative adventures of Pinkalicious and her brother, Peter."
,9.1,2025-04-02,11:00:00,Elinor Wonders Why,#130,Elinor Wonders Why,#130,Echo Location; Ears to You,The adventures of an observant and curious bunny rabbit named Elinor and her friends Ari the bat and Olive the elephant.
YES,9.1,2025-04-02,11:30:00,Nature Cat,#305,Alma's Way,#120,Do the Waltzango; Big Brother Bootcamp,"Six-year old Alma, a Puerto Rican girl who lives with her family in the Bronx, learns to think for herself, making mistakes and finding solutions along the way."
,9.1,2025-04-02,12:00:00,Molly of Denali,#403,Molly of Denali,#403,"Meteorite, Out of Sight; Not a Mascot","The daily adventures of 10-year-old Alaska native Molly Mabray, her family, her dog Suki and her friends Tooey and Trini."
,9.1,2025-04-02,12:30:00,Xavier Riddle and the Secret Museum,#129,Xavier Riddle and the Secret Museum,#129,I Am James Naismith; I Am Temple Grandin,"Xavier Riddle, his sister, Yadina, and their friend, Brad, meet heroes from the past -- from Eleanor Roosevelt to Leonardo da Vinci."
,9.1,2025-04-02,13:00:00,Sit and Be Fit,#1017,Sit and Be Fit,,,Mary Ann Wilson leads safe workouts set to fun music.
,9.1,2025-04-02,13:30:00,Classical Stretch: By Essentrics,#1216,Classical Stretch: By Essentrics,,,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
YES,9.1,2025-04-02,14:00:00,Finding Your Roots,#1109,"Finding Your Roots With Henry Louis Gates, Jr.",,Moving on Up,"Educator Henry Louis Gates Jr. has hosted several PBS series that examine U.S. history. In ""Finding Your Roots,"" the Harvard professor continues his quest to ""get into the DNA of American culture."" In each episode, celebrities view ancestral histories, sometimes learn of connections to famous/infamous people, discover secrets, and share the emotional experience with viewers. Analyzing genetic code, DNA diagnosticians trace bloodlines and occasionally debunk long-held beliefs."
YES,9.1,2025-04-02,15:00:00,American Masters,#3801,To Be Announced,,,Programming to be announced.
,9.1,2025-04-02,17:00:00,Bbc News America,#1058,BBC News America,,,"Live news program produced out of BBC's Washington, D.C. bureau; host Sumi Somaskanda."
,9.1,2025-04-02,17:30:00,Bbc News The Context,#1058,BBC News The Context,,,"A regular panel of guests from across the political spectrum discuss the biggest international stories of the day, along with news-making interviews and analysis from BBC correspondents around the globe."
YES,9.1,2025-04-02,18:00:00,The Pbs News Hour,#14698,PBS News Hour,,,Co-anchors Amna Nawaz and Geoff Bennett and correspondents offer in-depth analysis of current events.
